natureza_despesa,id_unidade,valor,unidade
AUX. FINANCEIRO ESTUDANTE,483,"R$         2.862,00",DEPARTAMENTO DE SOCIOLOGIA
CONTRIBUICOES,483,"R$        13.750,00",DEPARTAMENTO DE SOCIOLOGIA
CUSTEIO,327,"R$       210.487,75",DEPTO ADMINISTRAÇÃO
SERV. PESSOA JURÍDICA,327,"R$        77.833,18",DEPTO ADMINISTRAÇÃO
AUX. FINANCEIRO ESTUDANTE,327,"R$       134.327,39",DEPTO ADMINISTRAÇÃO
SERV. PESSOA JURÍDICA,481,"R$         1.440,00",DEPTO ANTROPOLOGIA
CUSTEIO,481,"R$         9.760,00",DEPTO ANTROPOLOGIA
MAT. CONSUMO,481,"R$        12.527,89",DEPTO ANTROPOLOGIA
EQUIP. MATERIAL PERMANENTE,481,"R$         7.320,00",DEPTO ANTROPOLOGIA
CUSTEIO,492,"R$        39.520,80",DEPTO ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,492,"R$         7.667,91",DEPTO ARTES CÊNICAS
DIÁRIAS,492,"R$         5.540,90",DEPTO ARTES CÊNICAS
SERV. PESSOA FÍSICA,492,"R$         3.367,10",DEPTO ARTES CÊNICAS
AUX. FINANCEIRO ESTUDANTE,492,"R$        25.884,00",DEPTO ARTES CÊNICAS
PASSAGENS,492,"R$        12.761,28",DEPTO ARTES CÊNICAS
AUX. FINANCEIRO ESTUDANTE,498,"R$         1.250,00",DEPTO ARTES VISUAIS
SERV. PESSOA JURÍDICA,498,"R$        13.359,40",DEPTO ARTES VISUAIS
MAT. CONSUMO,498,"R$         3.046,46",DEPTO ARTES VISUAIS
CUSTEIO,498,"R$        57.666,22",DEPTO ARTES VISUAIS
SERV. PESSOA FÍSICA,498,"R$         4.689,00",DEPTO ARTES VISUAIS
EQUIP. MATERIAL PERMANENTE,498,"R$        41.199,00",DEPTO ARTES VISUAIS
DIÁRIAS,498,"R$        19.610,36",DEPTO ARTES VISUAIS
PASSAGENS,498,"R$        73.770,32",DEPTO ARTES VISUAIS
CUSTEIO,333,"R$       300.979,30",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
AUX. FINANCEIRO ESTUDANTE,333,"R$         7.638,20",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
PASSAGENS,333,"R$        75.648,61",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
OBRIGAÇÕES PATRONAIS,333,"R$         1.276,00",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA FÍSICA,333,"R$        59.028,20",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA JURÍDICA,333,"R$       120.286,91",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA JURÍDICA,508,"R$     4.247.753,08",DEPTO CIÊNCIAS DA COMPUTAÇÃO
SERV. PESSOA FÍSICA,508,"R$        15.984,30",DEPTO CIÊNCIAS DA COMPUTAÇÃO
AUX. FINANCEIRO ESTUDANTE,508,"R$       117.135,59",DEPTO CIÊNCIAS DA COMPUTAÇÃO
PASSAGENS,508,"R$         8.000,00",DEPTO CIÊNCIAS DA COMPUTAÇÃO
CUSTEIO,508,"R$        30.879,76",DEPTO CIÊNCIAS DA COMPUTAÇÃO
MAT. CONSUMO,508,"R$        10.574,81",DEPTO CIÊNCIAS DA COMPUTAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,508,"R$        11.487,00",DEPTO CIÊNCIAS DA COMPUTAÇÃO
EQUIP. MATERIAL PERMANENTE,508,"R$        14.195,16",DEPTO CIÊNCIAS DA COMPUTAÇÃO
PASSAGENS,548,"R$       149.821,12",DEPTO ECONOMIA
CUSTEIO,548,"R$     1.084.777,81",DEPTO ECONOMIA
SERV. PESSOA FÍSICA,548,"R$     1.056.949,58",DEPTO ECONOMIA
SERV. PESSOA JURÍDICA,548,"R$        15.920,25",DEPTO ECONOMIA
AUXÍLIO FINANCEIRO A PESQUISADORES,548,"R$        24.000,00",DEPTO ECONOMIA
EQUIP. MATERIAL PERMANENTE,548,"R$        51.500,00",DEPTO ECONOMIA
DIÁRIAS,548,"R$        40.990,33",DEPTO ECONOMIA
AUX. FINANCEIRO ESTUDANTE,548,"R$        24.870,00",DEPTO ECONOMIA
AUX. FINANCEIRO ESTUDANTE,422,"R$           772,50",DEPTO ENFERMAGEM
CUSTEIO,422,"R$         4.396,80",DEPTO ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,422,"R$        17.375,60",DEPTO ENFERMAGEM
PASSAGENS,422,"R$         8.266,62",DEPTO ENFERMAGEM
SERV. PESSOA FÍSICA,422,"R$         2.441,70",DEPTO ENFERMAGEM
SERV. PESSOA JURÍDICA,422,"R$        10.443,00",DEPTO ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,437,"R$        10.299,90",DEPTO ENGENHARIA CIVIL E AMBIENTAL
MAT. CONSUMO,437,"R$        14.000,00",DEPTO ENGENHARIA CIVIL E AMBIENTAL
CUSTEIO,437,"R$         6.000,00",DEPTO ENGENHARIA CIVIL E AMBIENTAL
EQUIP. MATERIAL PERMANENTE,760,"R$        11.987,00",DEPTO ENGENHARIA DE PRODUCAO
CUSTEIO,760,"R$        24.000,00",DEPTO ENGENHARIA DE PRODUCAO
OBRIGAÇÕES PATRONAIS,443,"R$           154,23",DEPTO ENGENHARIA ELETRICA
AUXÍLIO FINANCEIRO A PESQUISADORES,443,"R$         3.989,06",DEPTO ENGENHARIA ELETRICA
CUSTEIO,443,"R$       113.289,50",DEPTO ENGENHARIA ELETRICA
AUX. FINANCEIRO ESTUDANTE,443,"R$        11.500,00",DEPTO ENGENHARIA ELETRICA
DIÁRIAS,443,"R$         4.106,33",DEPTO ENGENHARIA ELETRICA
TRANF.PJ,443,"R$        80.000,00",DEPTO ENGENHARIA ELETRICA
EQUIP. MATERIAL PERMANENTE,443,"R$        55.877,80",DEPTO ENGENHARIA ELETRICA
SERV. PESSOA JURÍDICA,443,"R$     4.702.237,08",DEPTO ENGENHARIA ELETRICA
MAT. CONSUMO,443,"R$           535,45",DEPTO ENGENHARIA ELETRICA
PASSAGENS,443,"R$        26.123,64",DEPTO ENGENHARIA ELETRICA
INDENIZAÇÕES E RESTITUIÇÕE,443,"R$           174,96",DEPTO ENGENHARIA ELETRICA
MAT. CONSUMO,433,"R$         2.399,88",DEPTO ENGENHARIA FLORESTAL
AUXÍLIO FINANCEIRO A PESQUISADORES,433,"R$           505,69",DEPTO ENGENHARIA FLORESTAL
EQUIP. MATERIAL PERMANENTE,514,"R$         9.065,00",DEPTO ESTATÍSTICA
CUSTEIO,514,"R$         8.517,60",DEPTO ESTATÍSTICA
SERV. PESSOA FÍSICA,514,"R$         3.000,00",DEPTO ESTATÍSTICA
MAT. CONSUMO,514,"R$         4.001,40",DEPTO ESTATÍSTICA
SERV. PESSOA JURÍDICA,514,"R$         1.700,00",DEPTO ESTATÍSTICA
DIÁRIAS,552,"R$         9.477,96",DEPTO FILOSOFIA
CUSTEIO,552,"R$         1.520,00",DEPTO FILOSOFIA
SERV. PESSOA FÍSICA,552,"R$         5.684,50",DEPTO FILOSOFIA
PASSAGENS,552,"R$        21.010,02",DEPTO FILOSOFIA
CONTRIBUICOES,552,"R$         2.000,00",DEPTO FILOSOFIA
CUSTEIO,471,"R$           294,37",DEPTO GENÉTICA E MORFOLOGIA
CUSTEIO,555,"R$        34.713,60",DEPTO GEOGRAFIA
SERV. PESSOA JURÍDICA,555,"R$           490,71",DEPTO GEOGRAFIA
DIÁRIAS,555,"R$        14.952,00",DEPTO GEOGRAFIA
EQUIP. MATERIAL PERMANENTE,559,"R$        13.555,00",DEPTO HISTÓRIA
AUX. FINANCEIRO ESTUDANTE,559,"R$         7.200,00",DEPTO HISTÓRIA
CUSTEIO,559,"R$        19.292,25",DEPTO HISTÓRIA
PASSAGENS,559,"R$         7.873,65",DEPTO HISTÓRIA
DIÁRIAS,559,"R$         1.773,22",DEPTO HISTÓRIA
PASSAGENS,574,"R$        13.380,02",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
AUX. FINANCEIRO ESTUDANTE,574,"R$        59.518,68",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
DIV.EXERCÍCIOS ANTERIORES,574,"R$        14.195,30",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
CONTRIBUICOES,574,"R$         1.600,00",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
DIÁRIAS,574,"R$         2.986,14",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
CUSTEIO,574,"R$       736.092,72",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
MAT. CONSUMO,574,"R$            71,92",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
SERV. PESSOA JURÍDICA,574,"R$     1.239.589,81",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,574,"R$         5.984,00",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
SERV. PESSOA FÍSICA,574,"R$        47.403,19",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,578,"R$        13.089,30","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
SERV. PESSOA FÍSICA,578,"R$         2.600,00","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
CUSTEIO,578,"R$        71.124,44","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
DIÁRIAS,578,"R$        31.408,20","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
SERV. PESSOA JURÍDICA,578,"R$        63.970,62","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
PASSAGENS,578,"R$        78.323,07","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
AUX. FINANCEIRO ESTUDANTE,495,"R$        29.200,00",DEPTO MÚSICA
SERV. PESSOA FÍSICA,495,"R$        36.800,00",DEPTO MÚSICA
CUSTEIO,495,"R$       519.134,80",DEPTO MÚSICA
SERV. PESSOA JURÍDICA,495,"R$       391.148,74",DEPTO MÚSICA
EQUIP. MATERIAL PERMANENTE,495,"R$       129.388,94",DEPTO MÚSICA
MAT. CONSUMO,495,"R$           611,71",DEPTO MÚSICA
DIV.EXERCÍCIOS ANTERIORES,495,"R$        54.372,67",DEPTO MÚSICA
DIÁRIAS,495,"R$         5.408,85",DEPTO MÚSICA
PASSAGENS,495,"R$         5.323,66",DEPTO MÚSICA
SERV. PESSOA JURÍDICA,424,"R$        22.824,16",DEPTO NUTRICAO
SERV. PESSOA FÍSICA,424,"R$         8.402,96",DEPTO NUTRICAO
CUSTEIO,424,"R$        16.646,40",DEPTO NUTRICAO
AUX. FINANCEIRO ESTUDANTE,424,"R$           136,00",DEPTO NUTRICAO
SERVIÇOS TIC,424,"R$        33.150,54",DEPTO NUTRICAO
PASSAGENS,424,"R$         1.343,79",DEPTO NUTRICAO
MAT. CONSUMO,424,"R$        15.504,44",DEPTO NUTRICAO
OBRIGAÇÕES PATRONAIS,424,"R$        11.005,11",DEPTO NUTRICAO
SERV. PESSOA JURÍDICA,427,"R$         3.981,20",DEPTO ODONTOLOGIA
AUX. FINANCEIRO ESTUDANTE,427,"R$        30.704,94",DEPTO ODONTOLOGIA
EQUIP. MATERIAL PERMANENTE,427,"R$         8.072,91",DEPTO ODONTOLOGIA
SERV. PESSOA FÍSICA,427,"R$       209.043,20",DEPTO ODONTOLOGIA
CUSTEIO,427,"R$       187.108,76",DEPTO ODONTOLOGIA
PASSAGENS,594,"R$        18.742,66",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
CUSTEIO,594,"R$         8.621,74",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
DIÁRIAS,594,"R$         7.731,20",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
SERV. PESSOA JURÍDICA,594,"R$         2.475,00",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
CONTRIBUICOES,594,"R$         4.581,60",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
MAT. CONSUMO,360,"R$         5.099,14",DEPTO PROJETOS EXPRES REPRES ARQ E URBAN
CUSTEIO,593,"R$        37.192,07",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
PASSAGENS,593,"R$         3.595,28",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
SERV. PESSOA JURÍDICA,593,"R$         1.950,00",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
CONTRIBUICOES,593,"R$         8.776,80",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
AUX. FINANCEIRO ESTUDANTE,593,"R$        31.247,40",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
DIÁRIAS,593,"R$         6.951,29",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
AUX. FINANCEIRO ESTUDANTE,596,"R$        31.329,27",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
CONTRIBUICOES,596,"R$         1.499,20",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
DIÁRIAS,596,"R$         7.622,10",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
SERV. PESSOA FÍSICA,596,"R$         9.242,60",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
CUSTEIO,596,"R$        34.598,95",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
PASSAGENS,596,"R$        27.859,43",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
AUXÍLIO FINANCEIRO A PESQUISADORES,596,"R$         4.134,92",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
CUSTEIO,420,"R$        10.948,80",DEPTO SAUDE COLETIVA
PASSAGENS,420,"R$        25.370,40",DEPTO SAUDE COLETIVA
AUX. FINANCEIRO ESTUDANTE,420,"R$         5.676,80",DEPTO SAUDE COLETIVA
SERV. PESSOA JURÍDICA,420,"R$     1.024.725,60",DEPTO SAUDE COLETIVA
CONTRIBUICOES,420,"R$         2.000,00",DEPTO SAUDE COLETIVA
EQUIP. MATERIAL PERMANENTE,563,"R$           912,00",DEPTO SERVIÇO SOCIAL
MAT. CONSUMO,563,"R$           729,50",DEPTO SERVIÇO SOCIAL
DIÁRIAS,580,"R$         1.575,66",DEPTO TEORIA LITERÁRIA E LITERATURA
CONTRIBUICOES,580,"R$         1.500,00",DEPTO TEORIA LITERÁRIA E LITERATURA
AUXÍLIO FINANCEIRO A PESQUISADORES,580,"R$         7.000,00",DEPTO TEORIA LITERÁRIA E LITERATURA
PASSAGENS,580,"R$         5.164,89",DEPTO TEORIA LITERÁRIA E LITERATURA
SERV. PESSOA FÍSICA,580,"R$         1.744,50",DEPTO TEORIA LITERÁRIA E LITERATURA
AUX. FINANCEIRO ESTUDANTE,580,"R$        15.000,00",DEPTO TEORIA LITERÁRIA E LITERATURA
AUXILIO-ALIMENTACAO,793,"R$    77.500.892,50",DGP - FOLHA DE PAGAMENTO
SERV. PESSOA JURÍDICA,793,"R$    12.933.586,52",DGP - FOLHA DE PAGAMENTO
PENSOES DO RPPS E DO MILITAR,793,"R$   173.878.760,04",DGP - FOLHA DE PAGAMENTO
PENSÕES ESPECIAIS,793,"R$         4.693,50",DGP - FOLHA DE PAGAMENTO
RESIDÊNCIA MÉDICA,793,"R$     2.535.987,64",DGP - FOLHA DE PAGAMENTO
SENTENÇAS JUDICIAIS,793,"R$   502.330.984,54",DGP - FOLHA DE PAGAMENTO
DESPESAS DE EXERCÍCIOS ANTERIORES,793,"R$       155.408,44",DGP - FOLHA DE PAGAMENTO
DESPESAS DE EXERCICIOS ANTERIORES (319092),793,"R$    21.645.976,52",DGP - FOLHA DE PAGAMENTO
CUSTEIO,793,"R$    18.509.928,72",DGP - FOLHA DE PAGAMENTO
AUXILIO-TRANSPORTE (339049),793,"R$     9.568.830,51",DGP - FOLHA DE PAGAMENTO
SERV. PESSOA FÍSICA,793,"R$     8.060.737,13",DGP - FOLHA DE PAGAMENTO
UFRN / PESSOAL,793,"R$        45.183,88",DGP - FOLHA DE PAGAMENTO
CONTRATACAO P/TEMPO DETERMINADO,793,"R$    56.829.551,62",DGP - FOLHA DE PAGAMENTO
CONTRIB. A ENTIDADES FECHADAS DE PREVIDÊNCIA,793,"R$    10.709.532,48",DGP - FOLHA DE PAGAMENTO
VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL (319011),793,"R$ 1.603.393.899,56",DGP - FOLHA DE PAGAMENTO
OUTROS BENEFICIOS ASSISTENCIAIS (339008),793,"R$    12.319.445,50",DGP - FOLHA DE PAGAMENTO
DIV.EXERCÍCIOS ANTERIORES,793,"R$       274.938,51",DGP - FOLHA DE PAGAMENTO
INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,793,"R$        38.442,80",DGP - FOLHA DE PAGAMENTO
OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL (319016),793,"R$     6.399.417,73",DGP - FOLHA DE PAGAMENTO
INDENIZAÇÕES E RESTITUIÇÕE,793,"R$    29.140.488,77",DGP - FOLHA DE PAGAMENTO
"APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR (319001)",793,"R$   915.327.267,20",DGP - FOLHA DE PAGAMENTO
OBRIGAÇÕES PATRONAIS - OP. INTRA-ORÇAMENTÁRIAS,793,"R$   579.259.779,23",DGP - FOLHA DE PAGAMENTO
OBRIGAÇÕES PATRONAIS,793,"R$    59.907.446,30",DGP - FOLHA DE PAGAMENTO
OBRIGAÇÕES CONTRIBUTIVAS,793,"R$        43.973,32",DGP - FOLHA DE PAGAMENTO
EQUIP. MATERIAL PERMANENTE,205,"R$       404.482,03",DIRET CONTABILIDADE E FINANCAS
OBRIGAÇÕES CONTRIBUTIVAS,205,"R$       378.172,68",DIRET CONTABILIDADE E FINANCAS
DIV.EXERCÍCIOS ANTERIORES,205,"R$         3.975,54",DIRET CONTABILIDADE E FINANCAS
SERV. PESSOA JURÍDICA,205,"R$       677.445,55",DIRET CONTABILIDADE E FINANCAS
SERV. PESSOA FÍSICA,205,"R$           150,00",DIRET CONTABILIDADE E FINANCAS
CUSTEIO,205,"R$        19.893,18",DIRET CONTABILIDADE E FINANCAS
PASSAGENS,205,"R$         3.508,57",DIRET CONTABILIDADE E FINANCAS
SENTENÇAS JUDICIAIS,205,"R$        44.883,64",DIRET CONTABILIDADE E FINANCAS
INDENIZAÇÕES E RESTITUIÇÕE,205,"R$       165.374,08",DIRET CONTABILIDADE E FINANCAS
SERVIÇOS TIC,205,"R$       279.428,00",DIRET CONTABILIDADE E FINANCAS
OBRIGAÇÕES PATRONAIS,205,"R$        22.320,51",DIRET CONTABILIDADE E FINANCAS
DIÁRIAS,205,"R$         3.560,22",DIRET CONTABILIDADE E FINANCAS
PASSAGENS,189,"R$        26.400,00","DIRET ESPORTES, ARTES E CULTURA"
SERV. PESSOA FÍSICA,189,"R$         6.837,00","DIRET ESPORTES, ARTES E CULTURA"
DIÁRIAS,189,"R$        14.316,66","DIRET ESPORTES, ARTES E CULTURA"
OBRIGAÇÕES PATRONAIS,317,"R$        18.945,69",DIRET MANUTENCAO DE EQUIPAMENTOS E TRANS
SERV. PESSOA JURÍDICA,317,"R$         5.804,40",DIRET MANUTENCAO DE EQUIPAMENTOS E TRANS
CUSTEIO,317,"R$           115,98",DIRET MANUTENCAO DE EQUIPAMENTOS E TRANS
EQUIP. MATERIAL PERMANENTE,317,"R$        29.366,90",DIRET MANUTENCAO DE EQUIPAMENTOS E TRANS
SERV. PESSOA JURÍDICA,755,"R$       767.003,55",DIRETORIA DE COMPRAS
OBRAS E INSTALAÇÕES,758,"R$       753.844,80",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
LOC. MÃO-DE-OBRA,758,"R$   348.118.867,20",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
PASSAGENS,758,"R$     1.721.834,36",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
MAT. CONSUMO,758,"R$         3.917,31",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
OUTRAS DESP.PESSOAL DEC. CONTRATOS TERCEIRIZ.,758,"R$     1.447.039,77",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
SERV. PESSOA JURÍDICA,758,"R$    27.770.552,28",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
CUSTEIO,758,"R$    13.549.687,11",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
EQUIP. MATERIAL PERMANENTE,749,"R$       150.000,00",DIRETORIA DE DIFUSAO CULTURAL
TRANF.PJ,749,"R$       147.800,00",DIRETORIA DE DIFUSAO CULTURAL
EQUIP. MATERIAL PERMANENTE,693,"R$       310.078,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
MAT. CONSUMO,693,"R$           111,55",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
AUXÍLIO FINANCEIRO A PESQUISADORES,693,"R$       288.000,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
OBRIGAÇÕES CONTRIBUTIVAS,693,"R$         3.615,70",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
PASSAGENS,693,"R$         2.000,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
CUSTEIO,693,"R$       375.633,64",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
AUX. FINANCEIRO ESTUDANTE,693,"R$       322.080,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
DIÁRIAS,693,"R$         2.000,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
OBRAS E INSTALAÇÕES,693,"R$    27.011.911,27",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
SERV. PESSOA JURÍDICA,693,"R$     2.849.335,28",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
SERV. PESSOA JURÍDICA,756,"R$           200,00",DIRETORIA DE GESTAO DE MATERIAIS
EQUIP. MATERIAL PERMANENTE,756,"R$           859,98",DIRETORIA DE GESTAO DE MATERIAIS
SERV. PESSOA FÍSICA,756,"R$           500,00",DIRETORIA DE GESTAO DE MATERIAIS
MAT. CONSUMO,756,"R$         1.604,70",DIRETORIA DE GESTAO DE MATERIAIS
MAT. CONSUMO,689,"R$        83.931,80",DIRETORIA DE IMPORTACAO E EXPORTACAO
OBRIGAÇÕES PATRONAIS,689,"R$        45.570,84",DIRETORIA DE IMPORTACAO E EXPORTACAO
OBRIGAÇÕES CONTRIBUTIVAS,689,"R$         3.514,32",DIRETORIA DE IMPORTACAO E EXPORTACAO
SERV. PESSOA JURÍDICA,689,"R$       551.663,76",DIRETORIA DE IMPORTACAO E EXPORTACAO
CUSTEIO,1202,"R$           300,00",DIRETORIA DE IMPORTAÇÃO E EXPORTAÇÃO (DIMEX)
SERV. PESSOA JURÍDICA,1202,"R$        28.303,16",DIRETORIA DE IMPORTAÇÃO E EXPORTAÇÃO (DIMEX)
EQUIP. MATERIAL PERMANENTE,99,"R$        49.500,00",DIRETORIA DE MANUTENCAO PREDIAL
CUSTEIO,194,"R$        36.022,00",DIRETORIA DE ORCAMENTO
SERV. PESSOA JURÍDICA,194,"R$        37.500,00",DIRETORIA DE ORCAMENTO
SERV. PESSOA JURÍDICA,195,"R$     3.245.212,83",DIRETORIA DE PLANEJAMENTO
SERV. PESSOA JURÍDICA,1121,"R$       423.843,24",DIRETORIA DE POS GRADUACAO
LOC. MÃO-DE-OBRA,1063,"R$    53.282.369,06",DIRETORIA DE TERCEIRIZACAO
SERV. PESSOA JURÍDICA,622,"R$    83.748.901,77",DIRET RESTAURANTE UNIVERSITÁRIO
LOC. MÃO-DE-OBRA,622,"R$       440.000,00",DIRET RESTAURANTE UNIVERSITÁRIO
SERV. PESSOA FÍSICA,838,"R$     8.538.320,65",ESTAGIÁRIOS/FOLHA
CUSTEIO,838,"R$     2.576.205,86",ESTAGIÁRIOS/FOLHA
PASSAGENS,794,"R$        36.899,84",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
AUX. FINANCEIRO ESTUDANTE,794,"R$        14.800,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
CUSTEIO,794,"R$        64.830,73",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
DIÁRIAS,794,"R$        19.476,88",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
SERV. PESSOA FÍSICA,794,"R$       337.574,78",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
AUXÍLIO FINANCEIRO A PESQUISADORES,794,"R$        17.000,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
EQUIP. MATERIAL PERMANENTE,794,"R$        11.640,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
INDENIZAÇÕES E RESTITUIÇÕE,363,"R$           200,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
SERV. PESSOA FÍSICA,363,"R$         9.637,10",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
CUSTEIO,363,"R$     6.429.787,25",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
CAPITAL,363,"R$        30.000,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
SERVIÇOS TIC,363,"R$         2.280,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
SERV. PESSOA JURÍDICA,363,"R$       469.049,79",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
PASSAGENS,363,"R$       117.345,55",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
DIÁRIAS,363,"R$       117.576,35",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
OBRIGAÇÕES PATRONAIS,363,"R$         2.079,76",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
DIV.EXERCÍCIOS ANTERIORES,363,"R$           991,20",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EQUIPAMENTOS E MATERIAL PERMANENTE,363,"R$       120.182,26",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
MAT. CONSUMO,363,"R$       340.606,65",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EQUIP. MATERIAL PERMANENTE,363,"R$     1.966.972,34",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
AUX. FINANCEIRO ESTUDANTE,363,"R$         5.600,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EQUIPAMENTOS E MATERIAL PERMANENTE,353,"R$       214.495,66",FACULDADE DE ARQUITETURA E URBANISMO
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,353,"R$         2.676,00",FACULDADE DE ARQUITETURA E URBANISMO
CAPITAL,353,"R$     1.000.000,00",FACULDADE DE ARQUITETURA E URBANISMO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,353,"R$         2.600,00",FACULDADE DE ARQUITETURA E URBANISMO
DIÁRIAS,353,"R$        69.164,91",FACULDADE DE ARQUITETURA E URBANISMO
MAT. CONSUMO,353,"R$        33.413,16",FACULDADE DE ARQUITETURA E URBANISMO
SERV. PESSOA JURÍDICA,353,"R$       835.778,56",FACULDADE DE ARQUITETURA E URBANISMO
CONTRIBUICOES,353,"R$        11.000,00",FACULDADE DE ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,353,"R$        85.100,00",FACULDADE DE ARQUITETURA E URBANISMO
OBRAS E INSTALAÇÕES,353,"R$       780.000,00",FACULDADE DE ARQUITETURA E URBANISMO
PASSAGENS,353,"R$       147.571,62",FACULDADE DE ARQUITETURA E URBANISMO
