natureza_despesa,id_unidade,valor,unidade
SERV. PESSOA JURÍDICA,170,"R$       969.848,86",DECANATO DE PÓS-GRADUAÇÃO / DPG
AUXÍLIO FINANCEIRO A PESQUISADORES,158,"R$       481.000,00",DECANATO EXTENSÃO
SERV. PESSOA JURÍDICA,158,"R$       196.036,69",DECANATO EXTENSÃO
PASSAGENS,158,"R$       831.834,61",DECANATO EXTENSÃO
AUX. FINANCEIRO ESTUDANTE,158,"R$    10.683.469,43",DECANATO EXTENSÃO
EQUIP. MATERIAL PERMANENTE,158,"R$       283.645,83",DECANATO EXTENSÃO
OBRIGAÇÕES PATRONAIS,158,"R$           632,05",DECANATO EXTENSÃO
SERV. PESSOA FÍSICA,158,"R$        44.946,00",DECANATO EXTENSÃO
CUSTEIO,158,"R$     8.007.618,57",DECANATO EXTENSÃO
MAT. CONSUMO,158,"R$       102.894,74",DECANATO EXTENSÃO
DIÁRIAS,158,"R$       285.600,89",DECANATO EXTENSÃO
SERVIÇOS TIC,158,"R$        38.147,00",DECANATO EXTENSÃO
INDENIZAÇÕES E RESTITUIÇÕE,158,"R$         4.751,38",DECANATO EXTENSÃO
OBRAS E INSTALAÇÕES,158,"R$     5.253.900,01",DECANATO EXTENSÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,158,"R$        85.940,00",DECANATO EXTENSÃO
DIV.EXERCÍCIOS ANTERIORES,158,"R$         9.893,30",DECANATO EXTENSÃO
CUSTEIO,660,"R$        15.162,40",DEPARTAMENTO DE DESIGN (11.01.01.14.04)
EQUIP. MATERIAL PERMANENTE,660,"R$           288,00",DEPARTAMENTO DE DESIGN (11.01.01.14.04)
SERV. PESSOA FÍSICA,660,"R$         1.208,06",DEPARTAMENTO DE DESIGN (11.01.01.14.04)
OBRIGAÇÕES PATRONAIS,449,"R$           223,64",DEPARTAMENTO DE ENGENHARIA MECANICA
MAT. CONSUMO,449,"R$           699,84",DEPARTAMENTO DE ENGENHARIA MECANICA
SERV. PESSOA FÍSICA,449,"R$         1.208,06",DEPARTAMENTO DE ENGENHARIA MECANICA
EQUIPAMENTOS E MATERIAL PERMANENTE,449,"R$        36.594,00",DEPARTAMENTO DE ENGENHARIA MECANICA
EQUIP. MATERIAL PERMANENTE,449,"R$         5.024,05",DEPARTAMENTO DE ENGENHARIA MECANICA
CUSTEIO,449,"R$        39.648,43",DEPARTAMENTO DE ENGENHARIA MECANICA
SERV. PESSOA JURÍDICA,449,"R$        11.572,70",DEPARTAMENTO DE ENGENHARIA MECANICA
AUXÍLIO FINANCEIRO A PESQUISADORES,479,"R$     2.606.195,60",DEPARTAMENTO DE ESTUDOS LATINO AMERICANO
SERV. PESSOA JURÍDICA,479,"R$       440.217,36",DEPARTAMENTO DE ESTUDOS LATINO AMERICANO
CUSTEIO,678,"R$        15.920,00",DEPARTAMENTO DE FARMACIA
SERV. PESSOA JURÍDICA,678,"R$     2.963.692,00",DEPARTAMENTO DE FARMACIA
MAT. CONSUMO,678,"R$         3.683,16",DEPARTAMENTO DE FARMACIA
PASSAGENS,791,"R$         1.900,00",DEPARTAMENTO DE GESTAO DE POLITICAS PUBL
CUSTEIO,791,"R$        99.959,84",DEPARTAMENTO DE GESTAO DE POLITICAS PUBL
AUX. FINANCEIRO ESTUDANTE,791,"R$        18.850,81",DEPARTAMENTO DE GESTAO DE POLITICAS PUBL
SERV. PESSOA JURÍDICA,518,"R$         3.990,00",DEPARTAMENTO DE MATEMÁTICA
PASSAGENS,518,"R$        35.463,95",DEPARTAMENTO DE MATEMÁTICA
DIÁRIAS,518,"R$        76.157,99",DEPARTAMENTO DE MATEMÁTICA
CUSTEIO,518,"R$        10.818,40",DEPARTAMENTO DE MATEMÁTICA
PASSAGENS,592,"R$         6.500,00",DEPARTAMENTO DE PSICOLOGIA CLÍNICA
SERV. PESSOA JURÍDICA,592,"R$       991.940,00",DEPARTAMENTO DE PSICOLOGIA CLÍNICA
CUSTEIO,592,"R$        25.860,14",DEPARTAMENTO DE PSICOLOGIA CLÍNICA
TRANF.PJ,592,"R$        23.000,00",DEPARTAMENTO DE PSICOLOGIA CLÍNICA
AUXÍLIO FINANCEIRO A PESQUISADORES,592,"R$        10.860,00",DEPARTAMENTO DE PSICOLOGIA CLÍNICA
CONTRIBUICOES,483,"R$        13.750,00",DEPARTAMENTO DE SOCIOLOGIA
MAT. CONSUMO,483,"R$         3.595,74",DEPARTAMENTO DE SOCIOLOGIA
SERV. PESSOA JURÍDICA,483,"R$         6.387,54",DEPARTAMENTO DE SOCIOLOGIA
AUX. FINANCEIRO ESTUDANTE,483,"R$         2.862,00",DEPARTAMENTO DE SOCIOLOGIA
PASSAGENS,483,"R$        17.731,07",DEPARTAMENTO DE SOCIOLOGIA
CUSTEIO,327,"R$       347.416,63",DEPTO ADMINISTRAÇÃO
AUX. FINANCEIRO ESTUDANTE,327,"R$       134.327,39",DEPTO ADMINISTRAÇÃO
SERV. PESSOA JURÍDICA,327,"R$        77.833,18",DEPTO ADMINISTRAÇÃO
MAT. CONSUMO,481,"R$        30.658,90",DEPTO ANTROPOLOGIA
EQUIP. MATERIAL PERMANENTE,481,"R$         7.320,00",DEPTO ANTROPOLOGIA
CUSTEIO,481,"R$         9.760,00",DEPTO ANTROPOLOGIA
SERV. PESSOA JURÍDICA,481,"R$         1.440,00",DEPTO ANTROPOLOGIA
SERV. PESSOA FÍSICA,492,"R$         3.367,10",DEPTO ARTES CÊNICAS
AUX. FINANCEIRO ESTUDANTE,492,"R$        25.884,00",DEPTO ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,492,"R$         7.667,91",DEPTO ARTES CÊNICAS
CUSTEIO,492,"R$        39.520,80",DEPTO ARTES CÊNICAS
DIÁRIAS,492,"R$         5.540,90",DEPTO ARTES CÊNICAS
PASSAGENS,492,"R$        17.157,46",DEPTO ARTES CÊNICAS
PASSAGENS,498,"R$        73.770,32",DEPTO ARTES VISUAIS
MAT. CONSUMO,498,"R$         3.046,46",DEPTO ARTES VISUAIS
DIÁRIAS,498,"R$        19.610,36",DEPTO ARTES VISUAIS
SERV. PESSOA JURÍDICA,498,"R$        13.359,40",DEPTO ARTES VISUAIS
SERV. PESSOA FÍSICA,498,"R$         4.689,00",DEPTO ARTES VISUAIS
AUX. FINANCEIRO ESTUDANTE,498,"R$         1.250,00",DEPTO ARTES VISUAIS
EQUIP. MATERIAL PERMANENTE,498,"R$        41.199,00",DEPTO ARTES VISUAIS
CUSTEIO,498,"R$        62.740,61",DEPTO ARTES VISUAIS
OBRIGAÇÕES PATRONAIS,333,"R$         1.276,00",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA JURÍDICA,333,"R$       120.286,91",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
CUSTEIO,333,"R$       317.324,88",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
PASSAGENS,333,"R$        75.648,61",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA FÍSICA,333,"R$        59.028,20",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
AUX. FINANCEIRO ESTUDANTE,333,"R$         7.638,20",DEPTO CIÊNCIAS CONTÁBEIS ATUARIAIS
SERV. PESSOA JURÍDICA,508,"R$     4.247.753,08",DEPTO CIÊNCIAS DA COMPUTAÇÃO
MAT. CONSUMO,508,"R$        10.574,81",DEPTO CIÊNCIAS DA COMPUTAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,508,"R$        11.487,00",DEPTO CIÊNCIAS DA COMPUTAÇÃO
SERV. PESSOA FÍSICA,508,"R$        15.984,30",DEPTO CIÊNCIAS DA COMPUTAÇÃO
CUSTEIO,508,"R$        30.879,76",DEPTO CIÊNCIAS DA COMPUTAÇÃO
EQUIP. MATERIAL PERMANENTE,508,"R$        14.195,16",DEPTO CIÊNCIAS DA COMPUTAÇÃO
PASSAGENS,508,"R$        12.800,00",DEPTO CIÊNCIAS DA COMPUTAÇÃO
AUX. FINANCEIRO ESTUDANTE,508,"R$       117.135,59",DEPTO CIÊNCIAS DA COMPUTAÇÃO
AUX. FINANCEIRO ESTUDANTE,548,"R$        24.870,00",DEPTO ECONOMIA
PASSAGENS,548,"R$       149.821,12",DEPTO ECONOMIA
DIÁRIAS,548,"R$        40.990,33",DEPTO ECONOMIA
EQUIP. MATERIAL PERMANENTE,548,"R$        51.500,00",DEPTO ECONOMIA
SERV. PESSOA JURÍDICA,548,"R$        17.817,45",DEPTO ECONOMIA
CUSTEIO,548,"R$     1.293.423,59",DEPTO ECONOMIA
SERV. PESSOA FÍSICA,548,"R$     1.056.949,58",DEPTO ECONOMIA
AUXÍLIO FINANCEIRO A PESQUISADORES,548,"R$        24.000,00",DEPTO ECONOMIA
AUX. FINANCEIRO ESTUDANTE,422,"R$           772,50",DEPTO ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,422,"R$         5.170,00",DEPTO ENFERMAGEM
CUSTEIO,422,"R$         4.396,80",DEPTO ENFERMAGEM
SERV. PESSOA FÍSICA,422,"R$         2.441,70",DEPTO ENFERMAGEM
PASSAGENS,422,"R$         9.766,62",DEPTO ENFERMAGEM
SERV. PESSOA JURÍDICA,422,"R$        10.443,00",DEPTO ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,437,"R$        10.299,90",DEPTO ENGENHARIA CIVIL E AMBIENTAL
CUSTEIO,437,"R$         6.000,00",DEPTO ENGENHARIA CIVIL E AMBIENTAL
MAT. CONSUMO,437,"R$        14.000,00",DEPTO ENGENHARIA CIVIL E AMBIENTAL
CUSTEIO,760,"R$        24.423,23",DEPTO ENGENHARIA DE PRODUCAO
EQUIP. MATERIAL PERMANENTE,760,"R$        11.987,00",DEPTO ENGENHARIA DE PRODUCAO
AUXÍLIO FINANCEIRO A PESQUISADORES,443,"R$         3.989,06",DEPTO ENGENHARIA ELETRICA
CUSTEIO,443,"R$       122.083,90",DEPTO ENGENHARIA ELETRICA
OBRIGAÇÕES PATRONAIS,443,"R$           154,23",DEPTO ENGENHARIA ELETRICA
MAT. CONSUMO,443,"R$           535,45",DEPTO ENGENHARIA ELETRICA
DIÁRIAS,443,"R$         4.106,33",DEPTO ENGENHARIA ELETRICA
INDENIZAÇÕES E RESTITUIÇÕE,443,"R$           174,96",DEPTO ENGENHARIA ELETRICA
AUX. FINANCEIRO ESTUDANTE,443,"R$        11.500,00",DEPTO ENGENHARIA ELETRICA
EQUIP. MATERIAL PERMANENTE,443,"R$        55.877,80",DEPTO ENGENHARIA ELETRICA
PASSAGENS,443,"R$        26.123,64",DEPTO ENGENHARIA ELETRICA
TRANF.PJ,443,"R$        80.000,00",DEPTO ENGENHARIA ELETRICA
SERV. PESSOA JURÍDICA,443,"R$     4.712.737,08",DEPTO ENGENHARIA ELETRICA
AUXÍLIO FINANCEIRO A PESQUISADORES,433,"R$           505,69",DEPTO ENGENHARIA FLORESTAL
MAT. CONSUMO,433,"R$         2.447,88",DEPTO ENGENHARIA FLORESTAL
CUSTEIO,433,"R$        40.800,00",DEPTO ENGENHARIA FLORESTAL
SERV. PESSOA FÍSICA,514,"R$         3.000,00",DEPTO ESTATÍSTICA
CUSTEIO,514,"R$         8.517,60",DEPTO ESTATÍSTICA
SERV. PESSOA JURÍDICA,514,"R$         1.700,00",DEPTO ESTATÍSTICA
EQUIP. MATERIAL PERMANENTE,514,"R$         9.065,00",DEPTO ESTATÍSTICA
MAT. CONSUMO,514,"R$         4.001,40",DEPTO ESTATÍSTICA
CONTRIBUICOES,552,"R$         2.000,00",DEPTO FILOSOFIA
DIÁRIAS,552,"R$         9.477,96",DEPTO FILOSOFIA
PASSAGENS,552,"R$        21.010,02",DEPTO FILOSOFIA
CUSTEIO,552,"R$         1.520,00",DEPTO FILOSOFIA
SERV. PESSOA FÍSICA,552,"R$         5.684,50",DEPTO FILOSOFIA
CUSTEIO,471,"R$           294,37",DEPTO GENÉTICA E MORFOLOGIA
DIÁRIAS,555,"R$        14.952,00",DEPTO GEOGRAFIA
CUSTEIO,555,"R$        37.497,60",DEPTO GEOGRAFIA
SERV. PESSOA JURÍDICA,555,"R$           490,71",DEPTO GEOGRAFIA
AUX. FINANCEIRO ESTUDANTE,559,"R$         7.200,00",DEPTO HISTÓRIA
SERV. PESSOA JURÍDICA,559,"R$         5.691,60",DEPTO HISTÓRIA
CUSTEIO,559,"R$        19.292,25",DEPTO HISTÓRIA
PASSAGENS,559,"R$         7.873,65",DEPTO HISTÓRIA
EQUIP. MATERIAL PERMANENTE,559,"R$        13.555,00",DEPTO HISTÓRIA
DIÁRIAS,559,"R$         1.773,22",DEPTO HISTÓRIA
PASSAGENS,574,"R$        13.380,02",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
DIÁRIAS,574,"R$         2.986,14",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,574,"R$         5.984,00",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
SERV. PESSOA JURÍDICA,574,"R$     1.239.589,81",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
MAT. CONSUMO,574,"R$            71,92",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
CONTRIBUICOES,574,"R$         1.600,00",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
DIV.EXERCÍCIOS ANTERIORES,574,"R$        14.195,30",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
AUX. FINANCEIRO ESTUDANTE,574,"R$        59.518,68",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
CUSTEIO,574,"R$       742.553,52",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
SERV. PESSOA FÍSICA,574,"R$        47.403,19",DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO
SERV. PESSOA FÍSICA,578,"R$         2.600,00","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
DIÁRIAS,578,"R$        31.408,20","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
PASSAGENS,578,"R$        78.323,07","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
AUXÍLIO FINANCEIRO A PESQUISADORES,578,"R$        13.089,30","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
CUSTEIO,578,"R$        90.925,24","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
SERV. PESSOA JURÍDICA,578,"R$        63.970,62","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
DIÁRIAS,495,"R$         5.408,85",DEPTO MÚSICA
AUX. FINANCEIRO ESTUDANTE,495,"R$        29.200,00",DEPTO MÚSICA
PASSAGENS,495,"R$         5.323,66",DEPTO MÚSICA
MAT. CONSUMO,495,"R$           611,71",DEPTO MÚSICA
DIV.EXERCÍCIOS ANTERIORES,495,"R$        54.372,67",DEPTO MÚSICA
EQUIP. MATERIAL PERMANENTE,495,"R$       129.388,94",DEPTO MÚSICA
SERV. PESSOA FÍSICA,495,"R$        36.800,00",DEPTO MÚSICA
SERV. PESSOA JURÍDICA,495,"R$       391.148,74",DEPTO MÚSICA
CUSTEIO,495,"R$       519.134,80",DEPTO MÚSICA
PASSAGENS,424,"R$         1.343,79",DEPTO NUTRICAO
SERV. PESSOA JURÍDICA,424,"R$        33.346,55",DEPTO NUTRICAO
CUSTEIO,424,"R$        27.830,40",DEPTO NUTRICAO
SERVIÇOS TIC,424,"R$        33.150,54",DEPTO NUTRICAO
AUX. FINANCEIRO ESTUDANTE,424,"R$           136,00",DEPTO NUTRICAO
SERV. PESSOA FÍSICA,424,"R$         8.402,96",DEPTO NUTRICAO
OBRIGAÇÕES PATRONAIS,424,"R$        11.197,90",DEPTO NUTRICAO
MAT. CONSUMO,424,"R$        75.130,19",DEPTO NUTRICAO
SERV. PESSOA JURÍDICA,427,"R$         3.981,20",DEPTO ODONTOLOGIA
SERV. PESSOA FÍSICA,427,"R$       209.043,20",DEPTO ODONTOLOGIA
CUSTEIO,427,"R$       187.108,76",DEPTO ODONTOLOGIA
AUX. FINANCEIRO ESTUDANTE,427,"R$        30.704,94",DEPTO ODONTOLOGIA
EQUIP. MATERIAL PERMANENTE,427,"R$         4.022,91",DEPTO ODONTOLOGIA
CUSTEIO,594,"R$         8.621,74",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
DIÁRIAS,594,"R$         7.731,20",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
CONTRIBUICOES,594,"R$         4.581,60",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
SERV. PESSOA JURÍDICA,594,"R$         2.475,00",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
PASSAGENS,594,"R$        18.742,66",DEPTO PROCESSOS PSICOLÓGICOS BÁSICOS
MAT. CONSUMO,360,"R$         5.099,14",DEPTO PROJETOS EXPRES REPRES ARQ E URBAN
CUSTEIO,593,"R$        60.031,27",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
AUX. FINANCEIRO ESTUDANTE,593,"R$        31.247,40",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
SERV. PESSOA JURÍDICA,593,"R$         1.950,00",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
CONTRIBUICOES,593,"R$         8.776,80",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
DIÁRIAS,593,"R$         6.951,29",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
PASSAGENS,593,"R$         8.093,88",DEPTO PSICOLOGIA ESCOLAR DESENVOLVIMENTO
SERV. PESSOA FÍSICA,596,"R$         9.242,60",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
CONTRIBUICOES,596,"R$         1.499,20",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
DIÁRIAS,596,"R$         7.622,10",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
AUX. FINANCEIRO ESTUDANTE,596,"R$        31.329,27",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
AUXÍLIO FINANCEIRO A PESQUISADORES,596,"R$         4.134,92",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
PASSAGENS,596,"R$        27.859,43",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
CUSTEIO,596,"R$        34.598,95",DEPTO PSICOLOGIA SOCIAL E DO TRABALHO
SERV. PESSOA JURÍDICA,420,"R$     1.975.626,92",DEPTO SAUDE COLETIVA
CONTRIBUICOES,420,"R$         4.000,00",DEPTO SAUDE COLETIVA
PASSAGENS,420,"R$        33.370,40",DEPTO SAUDE COLETIVA
AUX. FINANCEIRO ESTUDANTE,420,"R$         5.676,80",DEPTO SAUDE COLETIVA
CUSTEIO,420,"R$        10.948,80",DEPTO SAUDE COLETIVA
MAT. CONSUMO,563,"R$           729,50",DEPTO SERVIÇO SOCIAL
EQUIP. MATERIAL PERMANENTE,563,"R$           912,00",DEPTO SERVIÇO SOCIAL
PASSAGENS,580,"R$         5.164,89",DEPTO TEORIA LITERÁRIA E LITERATURA
DIÁRIAS,580,"R$         1.575,66",DEPTO TEORIA LITERÁRIA E LITERATURA
AUXÍLIO FINANCEIRO A PESQUISADORES,580,"R$         7.000,00",DEPTO TEORIA LITERÁRIA E LITERATURA
CONTRIBUICOES,580,"R$         1.500,00",DEPTO TEORIA LITERÁRIA E LITERATURA
SERV. PESSOA FÍSICA,580,"R$         1.744,50",DEPTO TEORIA LITERÁRIA E LITERATURA
AUX. FINANCEIRO ESTUDANTE,580,"R$        15.000,00",DEPTO TEORIA LITERÁRIA E LITERATURA
EQUIP. MATERIAL PERMANENTE,1658,"R$       276.971,98",DESPESAS INSTITUCIONAIS DA UNB
OBRIGAÇÕES CONTRIBUTIVAS,1658,"R$       131.817,78",DESPESAS INSTITUCIONAIS DA UNB
SERVIÇOS TIC,1658,"R$        55.749,06",DESPESAS INSTITUCIONAIS DA UNB
OBRIGAÇÕES PATRONAIS,1658,"R$     2.371.795,58",DESPESAS INSTITUCIONAIS DA UNB
OBRAS E INSTALAÇÕES,1658,"R$     6.889.485,38",DESPESAS INSTITUCIONAIS DA UNB
DIV.EXERCÍCIOS ANTERIORES,1658,"R$           363,75",DESPESAS INSTITUCIONAIS DA UNB
MAT. CONSUMO,1658,"R$         5.700,00",DESPESAS INSTITUCIONAIS DA UNB
PASSAGENS,1658,"R$       123.149,36",DESPESAS INSTITUCIONAIS DA UNB
CONTRIBUICOES,1658,"R$        58.985,49",DESPESAS INSTITUCIONAIS DA UNB
SERV. PESSOA JURÍDICA,1658,"R$    20.025.869,01",DESPESAS INSTITUCIONAIS DA UNB
CUSTEIO,1658,"R$    68.917.494,82",DESPESAS INSTITUCIONAIS DA UNB
LOC. MÃO-DE-OBRA,1658,"R$    45.421.239,76",DESPESAS INSTITUCIONAIS DA UNB
SERVIÇOS / UG-GESTÃO,1658,"R$         8.667,52",DESPESAS INSTITUCIONAIS DA UNB
OBRIGAÇÕES PATRONAIS,793,"R$    59.621.539,50",DGP - FOLHA DE PAGAMENTO
CONTRATACAO P/TEMPO DETERMINADO,793,"R$    24.811.658,87",DGP - FOLHA DE PAGAMENTO
DESPESAS DE EXERCÍCIOS ANTERIORES,793,"R$       155.408,44",DGP - FOLHA DE PAGAMENTO
VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL (319011),793,"R$ 1.168.277.463,96",DGP - FOLHA DE PAGAMENTO
OBRIGAÇÕES PATRONAIS - OP. INTRA-ORÇAMENTÁRIAS,793,"R$   368.173.746,63",DGP - FOLHA DE PAGAMENTO
SERV. PESSOA JURÍDICA,793,"R$    12.933.586,52",DGP - FOLHA DE PAGAMENTO
OUTROS BENEFICIOS ASSISTENCIAIS (339008),793,"R$     8.069.665,50",DGP - FOLHA DE PAGAMENTO
RESIDÊNCIA MÉDICA,793,"R$     2.535.987,64",DGP - FOLHA DE PAGAMENTO
SERV. PESSOA FÍSICA,793,"R$     8.778.573,49",DGP - FOLHA DE PAGAMENTO
CUSTEIO,793,"R$    18.509.928,72",DGP - FOLHA DE PAGAMENTO
OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL (319016),793,"R$     1.132.096,36",DGP - FOLHA DE PAGAMENTO
DIV.EXERCÍCIOS ANTERIORES,793,"R$       274.938,51",DGP - FOLHA DE PAGAMENTO
AUXILIO-ALIMENTACAO,793,"R$    47.998.936,50",DGP - FOLHA DE PAGAMENTO
AUXILIO-TRANSPORTE (339049),793,"R$     5.710.425,51",DGP - FOLHA DE PAGAMENTO
PENSÕES ESPECIAIS,793,"R$         1.026,90",DGP - FOLHA DE PAGAMENTO
UFRN / PESSOAL,793,"R$        45.183,88",DGP - FOLHA DE PAGAMENTO
DESPESAS DE EXERCICIOS ANTERIORES (319092),793,"R$    20.457.859,25",DGP - FOLHA DE PAGAMENTO
CONTRIB. A ENTIDADES FECHADAS DE PREVIDÊNCIA,793,"R$     5.960.859,66",DGP - FOLHA DE PAGAMENTO
PENSOES DO RPPS E DO MILITAR,793,"R$   117.865.897,80",DGP - FOLHA DE PAGAMENTO
INDENIZAÇÕES E RESTITUIÇÕE,793,"R$    18.809.531,77",DGP - FOLHA DE PAGAMENTO
OBRIGAÇÕES CONTRIBUTIVAS,793,"R$        43.973,32",DGP - FOLHA DE PAGAMENTO
"APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR (319001)",793,"R$   642.377.040,91",DGP - FOLHA DE PAGAMENTO
INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS,793,"R$        38.442,80",DGP - FOLHA DE PAGAMENTO
SENTENÇAS JUDICIAIS,793,"R$   375.612.427,37",DGP - FOLHA DE PAGAMENTO
EQUIP. MATERIAL PERMANENTE,1214,"R$        20.942,85",DIRECAO CEAD
PASSAGENS,189,"R$        26.400,00","DIRET ESPORTES, ARTES E CULTURA"
SERV. PESSOA FÍSICA,189,"R$         6.837,00","DIRET ESPORTES, ARTES E CULTURA"
DIÁRIAS,189,"R$        14.316,66","DIRET ESPORTES, ARTES E CULTURA"
SERV. PESSOA JURÍDICA,766,"R$         6.494,00","DIRETORIA CAPACITACAO,DESENVOLVIMENTO E"
SERV. PESSOA JURÍDICA,755,"R$       767.003,55",DIRETORIA DE COMPRAS
SERV. PESSOA JURÍDICA,205,"R$       692.445,55",DIRETORIA DE CONTABILIDADE E FINANÇAS
PASSAGENS,205,"R$         3.508,57",DIRETORIA DE CONTABILIDADE E FINANÇAS
INDENIZAÇÕES E RESTITUIÇÕE,205,"R$       165.374,08",DIRETORIA DE CONTABILIDADE E FINANÇAS
DIV.EXERCÍCIOS ANTERIORES,205,"R$         3.975,54",DIRETORIA DE CONTABILIDADE E FINANÇAS
SERV. PESSOA FÍSICA,205,"R$           150,00",DIRETORIA DE CONTABILIDADE E FINANÇAS
SENTENÇAS JUDICIAIS,205,"R$       205.722,78",DIRETORIA DE CONTABILIDADE E FINANÇAS
OBRIGAÇÕES CONTRIBUTIVAS,205,"R$       378.172,68",DIRETORIA DE CONTABILIDADE E FINANÇAS
DIÁRIAS,205,"R$         3.560,22",DIRETORIA DE CONTABILIDADE E FINANÇAS
OBRIGAÇÕES PATRONAIS,205,"R$        22.822,38",DIRETORIA DE CONTABILIDADE E FINANÇAS
SERVIÇOS TIC,205,"R$       369.428,00",DIRETORIA DE CONTABILIDADE E FINANÇAS
EQUIP. MATERIAL PERMANENTE,205,"R$       404.482,03",DIRETORIA DE CONTABILIDADE E FINANÇAS
CUSTEIO,205,"R$        19.893,18",DIRETORIA DE CONTABILIDADE E FINANÇAS
LOC. MÃO-DE-OBRA,758,"R$   486.591.488,31",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
CUSTEIO,758,"R$    13.549.787,11",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
MAT. CONSUMO,758,"R$         3.917,31",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
PASSAGENS,758,"R$     1.803.441,70",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
OBRAS E INSTALAÇÕES,758,"R$       753.844,80",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
INDENIZAÇÕES E RESTITUIÇÕE,758,"R$       315.080,95",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
OUTRAS DESP.PESSOAL DEC. CONTRATOS TERCEIRIZ.,758,"R$     1.447.039,77",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
SERV. PESSOA JURÍDICA,758,"R$    30.609.253,28",DIRETORIA DE CONTRATOS ADMINISTRATIVOS
TRANF.PJ,749,"R$       147.800,00",DIRETORIA DE DIFUSÃO CULTURAL
EQUIP. MATERIAL PERMANENTE,749,"R$       150.000,00",DIRETORIA DE DIFUSÃO CULTURAL
OBRIGAÇÕES CONTRIBUTIVAS,693,"R$         3.615,70",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
SERV. PESSOA JURÍDICA,693,"R$     2.577.403,24",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
OBRAS E INSTALAÇÕES,693,"R$    14.357.100,39",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
CUSTEIO,693,"R$       375.633,64",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
PASSAGENS,693,"R$         2.000,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
DIÁRIAS,693,"R$         2.000,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
MAT. CONSUMO,693,"R$           111,55",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
EQUIP. MATERIAL PERMANENTE,693,"R$        43.810,00",DIRETORIA DE GESTÃO DE INFRAESTRUTURA
SERV. PESSOA FÍSICA,756,"R$           700,00",DIRETORIA DE GESTAO DE MATERIAIS
